Zipcode,City,State,TaxReturnsFiled,EstimatedPopulation,TotalWages,County
60403,CREST HILL,IL,8302,13949,284179527,Will
60404,SHOREWOOD,IL,7977,14726,442588665,Will
60406,BLUE ISLAND,IL,10808,19107,312160400,Cook
60407,BRACEVILLE,IL,822,1472,29845435,Grundy
60408,BRAIDWOOD,IL,2832,5188,122605207,Will
60409,CALUMET CITY,IL,17245,28882,489006357,Cook
60410,CHANNAHON,IL,5870,11286,322072161,Will
60411,CHICAGO HEIGHTS,IL,24720,43513,718119551,Cook
60412,CHICAGO HEIGHTS,IL,374,636,8471303,Cook
60415,CHICAGO RIDGE,IL,6540,10940,201126085,Cook
60416,COAL CITY,IL,4486,8082,194706304,Grundy
60417,CRETE,IL,7738,13457,338981489,Will
60419,DOLTON,IL,11115,18685,341145376,Cook
60420,DWIGHT,IL,2444,4271,85323021,Livingston
60421,ELWOOD,IL,1972,3542,88042809,Will
60422,FLOSSMOOR,IL,4893,8664,335272207,Cook
60423,FRANKFORT,IL,14595,27614,963024720,Will
60424,GARDNER,IL,1158,2043,43627613,Grundy
60425,GLENWOOD,IL,4440,7370,152751392,Cook
60426,HARVEY,IL,11800,20563,261558381,Cook
60428,MARKHAM,IL,5289,8949,137045970,Cook
60429,HAZEL CREST,IL,7400,12354,237398962,Cook
60430,HOMEWOOD,IL,10258,17515,449957346,Cook
60431,JOLIET,IL,10677,19607,531865838,Will
60432,JOLIET,IL,8680,16476,247879118,Will
60433,JOLIET,IL,7423,13074,214047046,Will
60434,JOLIET,IL,771,1213,22151646,Will
60435,JOLIET,IL,22932,39376,830318625,Will
60436,JOLIET,IL,8069,13843,243186847,Will
60438,LANSING,IL,14341,24440,515572477,Cook
60439,LEMONT,IL,11205,20460,682228806,Cook
60440,BOLINGBROOK,IL,24373,44514,1046832645,Will
60441,LOCKPORT,IL,16205,29421,776132453,Will
60442,MANHATTAN,IL,4587,8622,250608328,Will
60443,MATTESON,IL,10013,16892,398674460,Cook
60444,MAZON,IL,825,1522,34482465,Grundy
60445,MIDLOTHIAN,IL,13128,21818,487597895,Cook
60446,ROMEOVILLE,IL,17010,31738,712702131,Will
60447,MINOOKA,IL,6195,11915,320512676,Grundy
60448,MOKENA,IL,11809,21713,696632569,Will
60449,MONEE,IL,4266,7750,209828498,Will
60450,MORRIS,IL,10340,18207,444554365,Grundy
60451,NEW LENOX,IL,16118,30498,915747829,Will
60452,OAK FOREST,IL,13880,24390,597254663,Cook
60453,OAK LAWN,IL,28724,48181,1072544694,Cook
60455,BRIDGEVIEW,IL,7397,13054,234943991,Cook
60456,HOMETOWN,IL,2311,3690,74384415,Cook
60457,HICKORY HILLS,IL,6644,11600,236674455,Cook
60458,JUSTICE,IL,6535,11295,199680958,Cook
60459,BURBANK,IL,13380,23868,428478079,Cook
60460,ODELL,IL,777,1364,24045025,Livingston
60461,OLYMPIA FIELDS,IL,2430,4156,129537684,Cook
60462,ORLAND PARK,IL,21119,36061,1009266222,Cook
60463,PALOS HEIGHTS,IL,7734,13131,363689416,Cook
60464,PALOS PARK,IL,5332,9195,320644255,Cook
60465,PALOS HILLS,IL,9167,15256,320292595,Cook
60466,PARK FOREST,IL,13312,22014,426187889,Cook
60467,ORLAND PARK,IL,13123,23676,798991740,Cook
60468,PEOTONE,IL,2963,5343,127714434,Will
60469,POSEN,IL,2410,4520,78612325,Cook
60470,RANSOM,IL,320,570,11136178,LaSalle
60471,RICHTON PARK,IL,6166,10443,235938542,Cook
60472,ROBBINS,IL,2193,3628,42695628,Cook
60473,SOUTH HOLLAND,IL,10928,18561,404035593,Cook
60474,SOUTH WILMINGTON,IL,385,681,15180569,Grundy
60475,STEGER,IL,4851,8237,168735353,Will
60476,THORNTON,IL,1214,2010,43411018,Cook
60477,TINLEY PARK,IL,21482,36284,975391931,Cook
60478,COUNTRY CLUB HILLS,IL,7999,13492,286133229,Cook
60479,VERONA,IL,368,696,14665984,Grundy
60480,WILLOW SPRINGS,IL,2859,4851,162192650,Cook
60481,WILMINGTON,IL,5926,10277,234769230,Will
60482,WORTH,IL,5491,9167,179810926,Cook
60487,TINLEY PARK,IL,11978,21960,650534230,Cook
60490,BOLINGBROOK,IL,8132,16755,553950052,Will
60491,HOMER GLEN,IL,11010,20436,637713879,Will
60501,SUMMIT ARGO,IL,4737,8586,130691092,Cook
60502,AURORA,IL,9300,17619,757864849,DuPage
60503,AURORA,IL,6210,12502,437456426,Will
60504,AURORA,IL,16954,31035,930395532,DuPage
60505,AURORA,IL,23662,44855,636961078,Kane
60506,AURORA,IL,23045,41447,848637965,Kane
60507,AURORA,IL,878,1505,22654746,Kane
60510,BATAVIA,IL,14011,25687,865681713,Kane
60511,BIG ROCK,IL,898,1601,45917270,Kane
60512,BRISTOL,IL,646,1142,35000015,Kendall
60513,BROOKFIELD,IL,9681,16573,415929111,Cook
60514,CLARENDON HILLS,IL,4771,8629,439945983,DuPage
60515,DOWNERS GROVE,IL,13937,24143,874032588,DuPage
60516,DOWNERS GROVE,IL,15386,26828,848619357,DuPage
60517,WOODRIDGE,IL,21636,33708,850328625,DuPage
60518,EARLVILLE,IL,1735,3061,56567780,LaSalle
60520,HINCKLEY,IL,1436,2570,61746743,DeKalb
60521,HINSDALE,IL,8807,16599,1542686314,DuPage
60523,OAK BROOK,IL,5650,9306,578566135,DuPage
60525,LA GRANGE,IL,15890,27413,950727898,Cook
60526,LA GRANGE PARK,IL,6506,11281,340614560,Cook
60527,WILLOWBROOK,IL,14731,24636,1116196522,DuPage
60530,LEE,IL,316,570,11529427,Lee
60531,LELAND,IL,941,1705,35457158,LaSalle
60532,LISLE,IL,14499,23725,843212494,DuPage
60534,LYONS,IL,4964,8341,160711273,Cook
60537,MILLINGTON,IL,290,545,12327151,LaSalle
60538,MONTGOMERY,IL,11793,21932,531442631,Kendall
60540,NAPERVILLE,IL,20326,37518,1663985193,DuPage
60541,NEWARK,IL,1397,2623,62022513,Kendall
60542,NORTH AURORA,IL,7921,14541,442263456,Kane
60543,OSWEGO,IL,15861,30518,918259564,Kendall
60544,PLAINFIELD,IL,12756,23940,619481953,Will
60545,PLANO,IL,5848,10825,243591041,Kendall
60546,RIVERSIDE,IL,8049,13886,422822304,Cook
60548,SANDWICH,IL,5784,10385,218503006,DeKalb
60549,SERENA,IL,353,656,15221551,LaSalle
60550,SHABBONA,IL,670,1179,22598110,DeKalb
60551,SHERIDAN,IL,1758,3206,72121235,LaSalle
60552,SOMONAUK,IL,2228,4017,90707494,LaSalle
60553,STEWARD,IL,389,715,14415750,Lee
60554,SUGAR GROVE,IL,5637,10647,366887326,Kane
60555,WARRENVILLE,IL,7096,12327,354982937,DuPage
60556,WATERMAN,IL,948,1741,38494328,DeKalb
60558,WESTERN SPRINGS,IL,6138,11800,622222736,Cook
60559,WESTMONT,IL,12205,20758,568217946,DuPage
60560,YORKVILLE,IL,10365,19311,565451302,Kendall
60561,DARIEN,IL,12840,22199,683984965,DuPage
60563,NAPERVILLE,IL,17801,30415,1069679264,DuPage
60564,NAPERVILLE,IL,17498,36024,1772224608,Will
60565,NAPERVILLE,IL,19741,37904,1591174879,DuPage
60567,NAPERVILLE,IL,405,685,21017470,Dupage
60585,PLAINFIELD,IL,8219,17396,670872829,Will
60586,PLAINFIELD,IL,18335,36924,1024817289,Will
60601,CHICAGO,IL,5676,7785,594882095,Cook
60602,CHICAGO,IL,1265,1657,83593628,Cook
60603,CHICAGO,IL,1331,1676,73181070,Cook
60604,CHICAGO,IL,922,1192,42414664,Cook
60605,CHICAGO,IL,10946,15279,929015056,Cook
60606,CHICAGO,IL,2298,3110,226905841,Cook
60607,CHICAGO,IL,11449,15670,852549025,Cook
60608,CHICAGO,IL,27739,48270,847417437,Cook
60609,CHICAGO,IL,22924,41819,616122745,Cook
60611,CHICAGO,IL,17004,22612,2132869892,Cook
60612,CHICAGO,IL,14283,22624,471088880,Cook
60613,CHICAGO,IL,28559,36974,1755207515,Cook
60615,CHICAGO,IL,17934,27024,723124439,Cook
60616,CHICAGO,IL,22362,34744,881283428,Cook
60617,CHICAGO,IL,35743,61529,968572717,Cook
60618,CHICAGO,IL,42534,69391,2028705177,Cook
60619,CHICAGO,IL,30282,48410,780108829,Cook
60620,CHICAGO,IL,33372,54534,816025629,Cook
60621,CHICAGO,IL,13281,22622,232126369,Cook
60622,CHICAGO,IL,29776,42176,1678143864,Cook
60623,CHICAGO,IL,30305,57725,689926804,Cook
60624,CHICAGO,IL,14943,25492,298708323,Cook
60625,CHICAGO,IL,34704,56729,1362757397,Cook
60626,CHICAGO,IL,21612,32581,763896673,Cook
60628,CHICAGO,IL,32483,53827,781506305,Cook
60629,CHICAGO,IL,44434,84106,1219315805,Cook
60630,CHICAGO,IL,26863,44993,1003206790,Cook
60631,CHICAGO,IL,15220,25301,732606995,Cook
60632,CHICAGO,IL,32858,63860,877276155,Cook
60633,CHICAGO,IL,5546,9538,187605910,Cook
60634,CHICAGO,IL,37190,63211,1150271704,Cook
60636,CHICAGO,IL,16783,28682,312536668,Cook
60637,CHICAGO,IL,18851,30689,564539592,Cook
60638,CHICAGO,IL,27000,46470,990822809,Cook
60639,CHICAGO,IL,35385,65832,917319255,Cook
60640,CHICAGO,IL,33702,46688,1498879513,Cook
60641,CHICAGO,IL,32803,56207,1064414138,Cook
60642,CHICAGO,IL,7044,9637,397050504,Cook
60643,CHICAGO,IL,24309,40433,919129318,Cook
60644,CHICAGO,IL,20255,34236,424118729,Cook
60645,CHICAGO,IL,19272,33583,678289976,Cook
60646,CHICAGO,IL,13373,23311,724143108,Cook
60647,CHICAGO,IL,40214,62570,1724980133,Cook
60649,CHICAGO,IL,20276,32247,529254887,Cook
60651,CHICAGO,IL,27734,47832,634299811,Cook
60652,CHICAGO,IL,18990,33721,694993689,Cook
60653,CHICAGO,IL,11687,18765,387481286,Cook
60654,CHICAGO,IL,6640,8539,939355522,Cook
60655,CHICAGO,IL,14174,24364,726153453,Cook
60656,CHICAGO,IL,14357,23812,528254307,Cook
60659,CHICAGO,IL,16408,28547,511286545,Cook
60660,CHICAGO,IL,21446,30796,888750861,Cook
60661,CHICAGO,IL,4459,5726,369568564,Cook
60664,CHICAGO,IL,729,799,27724776,Cook
60680,CHICAGO,IL,2409,3279,104183517,Cook
60690,CHICAGO,IL,1209,1623,46767595,Cook
60706,HARWOOD HEIGHTS,IL,11996,19711,367209926,Cook
60707,ELMWOOD PARK,IL,20798,35121,734117087,Cook
60712,LINCOLNWOOD,IL,6255,10969,286950954,Cook
60714,NILES,IL,15232,25584,505709212,Cook
60803,ALSIP,IL,10979,18451,398247522,Cook
60804,CICERO,IL,30583,59521,826864807,Cook
60805,EVERGREEN PARK,IL,10096,17191,429276784,Cook
60827,RIVERDALE,IL,11337,19042,279694388,Cook
60901,KANKAKEE,IL,15968,27849,475327966,Kankakee
60910,AROMA PARK,IL,277,476,7558339,Kankakee
60911,ASHKUM,IL,700,1255,24708968,Iroquois
60912,BEAVERVILLE,IL,257,464,5727857,Iroquois
60913,BONFIELD,IL,786,1415,29768123,Kankakee
60914,BOURBONNAIS,IL,12531,22588,538945574,Kankakee
60915,BRADLEY,IL,5247,8933,165691982,Kankakee
60917,BUCKINGHAM,IL,274,491,8998604,Kankakee
60918,BUCKLEY,IL,462,829,11646534,Iroquois
60919,CABERY,IL,255,438,7902292,Ford
60921,CHATSWORTH,IL,731,1258,18053181,Livingston
60922,CHEBANSE,IL,1194,2107,38739418,Kankakee
60924,CISSNA PARK,IL,854,1455,20573786,Iroquois
60927,CLIFTON,IL,1088,1985,39914387,Iroquois
60928,CRESCENT CITY,IL,375,658,10523925,Iroquois
60929,CULLOM,IL,368,632,10319468,Livingston
60930,DANFORTH,IL,396,708,13032029,Iroquois
60931,DONOVAN,IL,296,562,9002052,Iroquois
60935,ESSEX,IL,517,944,22579980,Kankakee
60936,GIBSON CITY,IL,2099,3680,65745362,Ford
60938,GILMAN,IL,990,1755,26643852,Iroquois
60940,GRANT PARK,IL,1562,2875,60143138,Kankakee
60941,HERSCHER,IL,998,1810,37625072,Kankakee
60942,HOOPESTON,IL,2741,4846,69363964,Vermilion
60948,LODA,IL,708,1309,22121668,Iroquois
60949,LUDLOW,IL,281,485,6768265,Champaign
60950,MANTENO,IL,5519,9882,214045475,Kankakee
60951,MARTINTON,IL,428,799,14350552,Iroquois
60952,MELVIN,IL,301,574,8869339,Ford
60953,MILFORD,IL,1089,1936,29990876,Iroquois
60954,MOMENCE,IL,3086,5430,94239294,Kankakee
60955,ONARGA,IL,978,1756,24915496,Iroquois
60957,PAXTON,IL,2692,4752,80345415,Ford
60959,PIPER CITY,IL,512,884,12568032,Ford
60960,RANKIN,IL,455,815,10902025,Vermilion
60961,REDDICK,IL,406,729,14218266,Kankakee
60962,ROBERTS,IL,255,427,5928505,Ford
60963,ROSSVILLE,IL,825,1465,21895589,Vermilion
60964,SAINT ANNE,IL,2831,4991,88311019,Kankakee
60966,SHELDON,IL,739,1283,18843757,Iroquois
60970,WATSEKA,IL,3380,5810,92059404,Iroquois
61001,APPLE RIVER,IL,552,985,13294962,Jo Daviess
61006,ASHTON,IL,870,1533,26555543,Lee
61007,BAILEYVILLE,IL,264,492,8230610,Ogle
61008,BELVIDERE,IL,15776,29482,636155997,Boone
61010,BYRON,IL,3858,7177,184441236,Ogle
61011,CALEDONIA,IL,1434,2701,86963319,Boone
61012,CAPRON,IL,1035,1911,36484797,Boone
61013,CEDARVILLE,IL,359,655,11849743,Stephenson
61014,CHADWICK,IL,600,1081,17994066,Carroll
61015,CHANA,IL,501,892,17971945,Ogle
61016,CHERRY VALLEY,IL,2657,4719,122919865,Winnebago
61018,DAKOTA,IL,546,1006,17620617,Stephenson
61019,DAVIS,IL,1668,3112,55956024,Stephenson
61020,DAVIS JUNCTION,IL,1256,2529,53214636,Ogle
61021,DIXON,IL,10863,18516,357925073,Lee
61024,DURAND,IL,1298,2360,49407398,Winnebago
61025,EAST DUBUQUE,IL,2423,4267,82266023,Jo Daviess
61028,ELIZABETH,IL,1052,1785,27465757,Jo Daviess
61030,FORRESTON,IL,1075,1963,31768862,Ogle
61031,FRANKLIN GROVE,IL,813,1424,24824561,Lee
61032,FREEPORT,IL,14851,25273,447032832,Stephenson
61036,GALENA,IL,3561,6066,105797364,Jo Daviess
61038,GARDEN PRAIRIE,IL,657,1170,23929407,Boone
61039,GERMAN VALLEY,IL,397,756,15061557,Stephenson
61041,HANOVER,IL,715,1176,15885089,Jo Daviess
61042,HARMON,IL,270,482,7626985,Lee
61046,LANARK,IL,1481,2642,42856445,Carroll
61047,LEAF RIVER,IL,881,1556,29624352,Ogle
61048,LENA,IL,2161,3840,68291113,Stephenson
61049,LINDENWOOD,IL,276,488,10365728,Ogle
61051,MILLEDGEVILLE,IL,833,1446,23604734,Carroll
61052,MONROE CENTER,IL,590,1072,23346705,Ogle
61053,MOUNT CARROLL,IL,1460,2525,37373938,Carroll
61054,MOUNT MORRIS,IL,1947,3327,55830411,Ogle
61060,ORANGEVILLE,IL,765,1351,22586784,Stephenson
61061,OREGON,IL,3545,6224,124752459,Ogle
61062,PEARL CITY,IL,930,1753,30943041,Stephenson
61063,PECATONICA,IL,1991,3595,77517368,Winnebago
61064,POLO,IL,1915,3304,57059982,Ogle
61065,POPLAR GROVE,IL,4670,9106,204473461,Boone
61067,RIDOTT,IL,399,703,12082388,Stephenson
61068,ROCHELLE,IL,6969,12360,229776078,Ogle
61070,ROCK CITY,IL,511,965,18843503,Stephenson
61071,ROCK FALLS,IL,6933,12087,192487093,Whiteside
61072,ROCKTON,IL,5332,10059,254387419,Winnebago
61073,ROSCOE,IL,9583,18117,493509756,Winnebago
61074,SAVANNA,IL,2295,3840,57039319,Carroll
61075,SCALES MOUND,IL,535,935,14452565,Jo Daviess
61078,SHANNON,IL,707,1256,20368994,Carroll
61080,SOUTH BELOIT,IL,4857,8878,193089401,Winnebago
61081,STERLING,IL,10835,18732,348525244,Whiteside
61084,STILLMAN VALLEY,IL,1539,2882,71543778,Ogle
61085,STOCKTON,IL,1742,2996,45628862,Jo Daviess
61087,WARREN,IL,836,1469,24272693,Jo Daviess
61088,WINNEBAGO,IL,2970,5599,136658565,Winnebago
61089,WINSLOW,IL,434,771,12301034,Stephenson
61101,ROCKFORD,IL,9028,15650,216110837,Winnebago
61102,ROCKFORD,IL,7985,14442,218649842,Winnebago
61103,ROCKFORD,IL,11198,18507,335991794,Winnebago
61104,ROCKFORD,IL,7673,12994,169779061,Winnebago
61107,ROCKFORD,IL,15157,25807,634577155,Winnebago
61108,ROCKFORD,IL,14143,24122,460930070,Winnebago
61109,ROCKFORD,IL,12910,22512,425612732,Winnebago
61111,LOVES PARK,IL,11510,19706,438082240,Winnebago
61114,ROCKFORD,IL,8040,14122,393482620,Winnebago
61115,MACHESNEY PARK,IL,11056,19647,393038224,Winnebago
61125,ROCKFORD,IL,270,408,8427726,Winnebago
61126,ROCKFORD,IL,283,454,8233339,Winnebago
61132,LOVES PARK,IL,288,441,7531683,Winnebago
61201,ROCK ISLAND,IL,17556,28916,535451037,Rock Island
61204,ROCK ISLAND,IL,291,410,7912628,Rock Island
61230,ALBANY,IL,618,1094,22092293,Whiteside
61231,ALEDO,IL,2602,4604,81756704,Mercer
61232,ANDALUSIA,IL,692,1261,28955081,Rock Island
61233,ANDOVER,IL,269,501,9481373,Henry
61234,ANNAWAN,IL,633,1154,21335960,Henry
61235,ATKINSON,IL,724,1275,24978709,Henry
61238,CAMBRIDGE,IL,1480,2714,45977626,Henry
61239,CARBON CLIFF,IL,497,844,11906316,Rock Island
61240,COAL VALLEY,IL,3038,5554,148359967,Rock Island
61241,COLONA,IL,3468,6282,128904550,Henry
61242,CORDOVA,IL,608,1057,24052592,Rock Island
61244,EAST MOLINE,IL,11359,19064,344935940,Rock Island
61250,ERIE,IL,1346,2437,46701913,Whiteside
61252,FULTON,IL,2782,4918,102410995,Whiteside
61254,GENESEO,IL,5806,10570,235899671,Henry
61256,HAMPTON,IL,927,1702,40481450,Rock Island
61257,HILLSDALE,IL,622,1101,21432936,Rock Island
61259,ILLINOIS CITY,IL,659,1241,24515428,Rock Island
61260,JOY,IL,400,712,11099004,Mercer
61261,LYNDON,IL,478,855,13113425,Whiteside
61262,LYNN CENTER,IL,383,712,14070992,Henry
61263,MATHERVILLE,IL,315,593,11885485,Mercer
61264,MILAN,IL,5387,9256,189715427,Rock Island
61265,MOLINE,IL,23018,38912,882776872,Rock Island
61266,MOLINE,IL,264,390,7761982,Rock Island
61270,MORRISON,IL,3782,6595,122221970,Whiteside
61272,NEW BOSTON,IL,730,1315,21457060,Mercer
61273,ORION,IL,1672,3066,66192319,Henry
61275,PORT BYRON,IL,2085,3904,100154239,Rock Island
61277,PROPHETSTOWN,IL,1610,2838,46051738,Whiteside
61278,RAPIDS CITY,IL,315,564,15305488,Rock Island
61279,REYNOLDS,IL,513,923,17686691,Rock Island
61281,SHERRARD,IL,1230,2317,56932197,Mercer
61282,SILVIS,IL,4032,6789,124996285,Rock Island
61283,TAMPICO,IL,755,1383,20206584,Whiteside
61284,TAYLOR RIDGE,IL,1238,2275,54924881,Rock Island
61285,THOMSON,IL,854,1507,24786784,Carroll
61301,LA SALLE,IL,5128,8545,163084647,LaSalle
61310,AMBOY,IL,2000,3453,60272507,Lee
61314,BUDA,IL,422,745,12511345,Bureau
61317,CHERRY,IL,265,450,8782537,Bureau
61318,COMPTON,IL,351,614,11417252,Lee
61319,CORNELL,IL,599,1077,21461211,Livingston
61320,DALZELL,IL,345,635,13491146,Bureau
61322,DEPUE,IL,704,1255,19243174,Bureau
61325,GRAND RIDGE,IL,482,882,16823710,LaSalle
61326,GRANVILLE,IL,1244,2157,42650827,Putnam
61327,HENNEPIN,IL,612,1104,22835917,Putnam
61329,LADD,IL,661,1165,24455590,Bureau
61330,LA MOILLE,IL,755,1329,23401412,Bureau
61334,LOSTANT,IL,369,647,11198469,LaSalle
61335,MC NABB,IL,282,512,9699710,Putnam
61336,MAGNOLIA,IL,286,533,9728581,Putnam
61341,MARSEILLES,IL,4027,7117,150535289,LaSalle
61342,MENDOTA,IL,4445,7691,135666616,LaSalle
61345,NEPONSET,IL,413,730,11569469,Bureau
61348,OGLESBY,IL,2371,4100,80344129,LaSalle
61349,OHIO,IL,515,913,14927474,Bureau
61350,OTTAWA,IL,12380,21047,442619283,LaSalle
61353,PAW PAW,IL,652,1164,21255237,Lee
61354,PERU,IL,5638,9410,187931168,LaSalle
61356,PRINCETON,IL,5699,9770,181719219,Bureau
61360,SENECA,IL,1690,2987,63417240,LaSalle
61361,SHEFFIELD,IL,716,1268,18552093,Bureau
61362,SPRING VALLEY,IL,3020,5185,101410340,Bureau
61364,STREATOR,IL,9524,16497,290765560,LaSalle
61367,SUBLETTE,IL,446,765,11391178,Lee
61368,TISKILWA,IL,706,1283,19637024,Bureau
61369,TOLUCA,IL,838,1429,25882234,Marshall
61370,TONICA,IL,681,1233,23881100,LaSalle
61373,UTICA,IL,1047,1899,39493333,LaSalle
61375,VARNA,IL,533,968,17028687,Marshall
61376,WALNUT,IL,1058,1915,32282528,Bureau
61377,WENONA,IL,679,1187,22793601,Marshall
61378,WEST BROOKLYN,IL,259,466,7152076,Lee
61379,WYANET,IL,682,1201,20754711,Bureau
61401,GALESBURG,IL,14804,24692,409096347,Knox
61402,GALESBURG,IL,328,493,7842487,Knox
61410,ABINGDON,IL,1803,3179,51477213,Knox
61412,ALEXIS,IL,747,1344,22376494,Warren
61413,ALPHA,IL,574,1021,18678444,Henry
61414,ALTONA,IL,442,798,11813311,Knox
61415,AVON,IL,882,1559,25589831,Fulton
61418,BIGGSVILLE,IL,321,576,9023846,Henderson
61420,BLANDINSVILLE,IL,537,961,14340835,McDonough
61421,BRADFORD,IL,674,1225,18331199,Stark
61422,BUSHNELL,IL,1631,2870,42098378,McDonough
61423,CAMERON,IL,321,573,8911498,Warren
61425,CARMAN,IL,251,427,5764031,Henderson
61427,CUBA,IL,1094,1944,33875960,Fulton
61428,DAHINDA,IL,491,888,19850012,Knox
61430,EAST GALESBURG,IL,401,709,13799273,Knox
61432,FAIRVIEW,IL,329,613,11663434,Fulton
61434,GALVA,IL,1618,2788,45454163,Henry
61436,GILSON,IL,458,830,14090453,Knox
61437,GLADSTONE,IL,433,745,13371187,Henderson
61438,GOOD HOPE,IL,361,651,10443563,McDonough
61440,INDUSTRY,IL,379,687,9844183,McDonough
61441,IPAVA,IL,443,790,12145939,Fulton
61442,KEITHSBURG,IL,365,634,8557933,Mercer
61443,KEWANEE,IL,6375,11030,169961065,Henry
61447,KIRKWOOD,IL,494,875,14550334,Warren
61448,KNOXVILLE,IL,1856,3341,61799812,Knox
61450,LA HARPE,IL,806,1469,22737286,Hancock
61453,LITTLE YORK,IL,340,566,8840944,Warren
61454,LOMAX,IL,328,605,8724588,Henderson
61455,MACOMB,IL,7515,12149,222356667,McDonough
61458,MAQUON,IL,404,697,10273496,Knox
61462,MONMOUTH,IL,5233,9115,149384651,Warren
61465,NEW WINDSOR,IL,616,1108,18931670,Mercer
61467,ONEIDA,IL,529,956,16232616,Knox
61469,OQUAWKA,IL,1048,1798,27841747,Henderson
61472,RIO,IL,314,593,11376730,Knox
61473,ROSEVILLE,IL,822,1433,19472079,Warren
61477,SMITHFIELD,IL,293,545,8401018,Fulton
61480,STRONGHURST,IL,641,1149,18219366,Henderson
61482,TABLE GROVE,IL,327,580,10044010,Fulton
61483,TOULON,IL,946,1703,26666094,Stark
61484,VERMONT,IL,412,733,10947403,Fulton
61485,VICTORIA,IL,297,541,8765035,Knox
61486,VIOLA,IL,744,1358,25692660,Mercer
61488,WATAGA,IL,566,1009,16697294,Knox
61489,WILLIAMSFIELD,IL,437,787,13860385,Knox
61490,WOODHULL,IL,576,1037,16844768,Henry
61491,WYOMING,IL,1029,1841,31632943,Stark
61501,ASTORIA,IL,893,1601,24609090,Fulton
61516,BENSON,IL,350,633,11321366,Woodford
61517,BRIMFIELD,IL,1626,3009,81737521,Peoria
61520,CANTON,IL,7444,12952,228638762,Fulton
61523,CHILLICOTHE,IL,5478,9736,224852465,Peoria
61525,DUNLAP,IL,4064,8060,344195353,Peoria
61526,EDELSTEIN,IL,557,1022,27523368,Peoria
61528,EDWARDS,IL,1220,2369,85914917,Peoria
61529,ELMWOOD,IL,1366,2501,49714091,Peoria
61530,EUREKA,IL,2963,5354,106348044,Woodford
61531,FARMINGTON,IL,1606,2898,51401200,Fulton
61533,GLASFORD,IL,1204,2187,44242832,Peoria
61534,GREEN VALLEY,IL,835,1543,30885402,Tazewell
61535,GROVELAND,IL,801,1536,44292423,Tazewell
61536,HANNA CITY,IL,1549,2753,63300225,Peoria
61537,HENRY,IL,1412,2493,42499308,Marshall
61540,LACON,IL,1462,2524,47462511,Marshall
61542,LEWISTOWN,IL,1750,3084,52970162,Fulton
61544,LONDON MILLS,IL,388,713,10411375,Fulton
61545,LOWPOINT,IL,326,582,10515371,Woodford
61546,MANITO,IL,2038,3744,68886153,Mason
61547,MAPLETON,IL,1772,3400,95519781,Peoria
61548,METAMORA,IL,5620,10670,316110929,Woodford
61550,MORTON,IL,8765,15680,439743630,Tazewell
61554,PEKIN,IL,20589,35550,696179184,Tazewell
61555,PEKIN,IL,262,431,8540755,Tazewell
61559,PRINCEVILLE,IL,1604,2968,65003951,Peoria
61560,PUTNAM,IL,356,619,8545320,Putnam
61561,ROANOKE,IL,1348,2407,47283282,Woodford
61563,SAINT DAVID,IL,278,495,8050224,Fulton
61564,SOUTH PEKIN,IL,518,915,15315169,Tazewell
61565,SPARLAND,IL,735,1334,26972143,Marshall
61567,TOPEKA,IL,344,608,9487829,Mason
61568,TREMONT,IL,2172,4000,89328369,Tazewell
61569,TRIVOLI,IL,600,1099,24316528,Peoria
61570,WASHBURN,IL,894,1572,29474755,Woodford
61571,WASHINGTON,IL,11400,20715,516346391,Tazewell
61572,YATES CITY,IL,514,934,16290570,Knox
61601,PEORIA,IL,256,415,6266910,Peoria
61602,PEORIA,IL,576,782,44721705,Peoria
61603,PEORIA,IL,7785,12724,188544339,Peoria
61604,PEORIA,IL,15043,24471,442617197,Peoria
61605,PEORIA,IL,6526,11126,115269524,Peoria
61606,PEORIA,IL,2440,3711,74551406,Peoria
61607,PEORIA,IL,5740,9947,208613712,Peoria
61610,CREVE COEUR,IL,2838,4728,77763980,Tazewell
61611,EAST PEORIA,IL,12846,22010,493390085,Tazewell
61612,PEORIA,IL,359,540,14653337,Peoria
61614,PEORIA,IL,14848,24235,663839867,Peoria
61615,PEORIA,IL,11521,19836,724236306,Peoria
61616,PEORIA HEIGHTS,IL,3302,5152,118565453,Peoria
61629,PEORIA,IL,710,1588,200944880,Peoria
